epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.01549221,0.67971983,0.72807288,0.78337531,0.0010000000,98.9137,1,0
2,0.33783560,0.88618274,0.38829278,0.87720403,0.0010000000,99.5387,1,0
3,0.26782131,0.91117479,0.61718039,0.80856423,0.0010000000,98.8536,0,1
4,0.18576546,0.93728112,0.78497473,0.80982368,0.0010000000,99.1156,0,2
5,0.12375629,0.96147724,0.23648067,0.92632242,0.0010000000,99.2585,1,0
6,0.10717089,0.96195479,0.37788888,0.89042821,0.0010000000,99.1410,0,1
7,0.06349509,0.97882840,0.25244617,0.93450882,0.0010000000,99.1241,0,2
8,0.06210440,0.98137536,0.34676031,0.90302267,0.0010000000,98.8114,0,3
9,0.07028786,0.97739573,1.52142512,0.74937028,0.0010000000,99.0317,0,4
10,0.15404711,0.95065266,0.36665428,0.88790932,0.0010000000,99.1683,0,5
11,0.09450548,0.97150589,0.27099144,0.93450882,0.0001000000,98.9901,0,6
12,0.03052118,0.99076727,0.17466385,0.96536524,0.0001000000,98.9595,1,0
13,0.01647620,0.99617956,0.13917680,0.96977330,0.0001000000,99.2337,1,0
14,0.01263802,0.99697549,0.13931030,0.96914358,0.0001000000,98.7525,0,1
15,0.00940561,0.99793060,0.13101250,0.97229219,0.0001000000,98.8603,1,0
16,0.00873793,0.99808978,0.11642415,0.97858942,0.0001000000,99.1637,1,0
17,0.00896427,0.99777141,0.12383837,0.97418136,0.0001000000,98.9091,0,1
18,0.00985885,0.99777141,0.13279405,0.97355164,0.0001000000,98.9602,0,2
19,0.00792851,0.99808978,0.13539791,0.97418136,0.0001000000,98.8324,0,3
20,0.00621977,0.99840815,0.12292405,0.97607053,0.0001000000,99.1982,0,4
21,0.00685729,0.99840815,0.12448950,0.97858942,0.0001000000,98.7944,0,5
22,0.00528070,0.99888571,0.12116360,0.97732997,0.0000100000,98.9614,0,6
23,0.00404370,0.99952245,0.12129960,0.97481108,0.0000100000,99.2178,0,7
24,0.00380683,0.99936326,0.12277812,0.97795970,0.0000100000,99.1643,0,8
25,0.00458098,0.99904489,0.12734152,0.97481108,0.0000100000,100.5209,0,9
26,0.00443643,0.99936326,0.13150860,0.97544081,0.0000100000,101.1522,0,10
