epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.67105919,0.78271251,2.21213723,0.61209068,0.0010000000,55.9114,1,0
2,0.16380214,0.94635466,3.04226544,0.57556675,0.0010000000,56.1045,0,1
3,0.11973619,0.96068131,0.21709840,0.93513854,0.0010000000,55.7910,1,0
4,0.10815684,0.96657116,0.22735290,0.92632242,0.0010000000,55.8220,0,1
5,0.06396127,0.97994269,0.48611189,0.87216625,0.0010000000,55.7870,0,2
6,0.05017443,0.98439987,0.21289576,0.94899244,0.0010000000,55.9260,1,0
7,0.04753427,0.98392232,0.47973768,0.91120907,0.0010000000,57.2044,0,1
8,0.06850822,0.97866921,0.20379886,0.94206549,0.0010000000,56.0184,1,0
9,0.05986094,0.98137536,0.74520813,0.86649874,0.0010000000,55.7789,0,1
10,0.03343972,0.98869787,1.01128462,0.85579345,0.0010000000,55.8775,0,2
11,0.03962497,0.98853868,0.18045445,0.95277078,0.0010000000,56.0524,1,0
12,0.03453044,0.99076727,0.18343907,0.94269521,0.0010000000,55.9435,0,1
13,0.05713481,0.98185291,0.41161676,0.92002519,0.0010000000,55.8271,0,2
14,0.03707032,0.98758357,0.34918471,0.93010076,0.0010000000,56.0005,0,3
15,0.06016119,0.98280802,0.29953088,0.93387909,0.0010000000,56.0943,0,4
16,0.02981519,0.99092646,0.14629366,0.96347607,0.0010000000,55.9596,1,0
17,0.02209116,0.99299586,0.10748684,0.97481108,0.0010000000,55.9025,1,0
18,0.01302550,0.99586119,0.16099449,0.96536524,0.0010000000,55.8001,0,1
19,0.01294412,0.99617956,0.16808374,0.96347607,0.0010000000,55.9571,0,2
20,0.06648541,0.98010188,0.49712757,0.88602015,0.0010000000,55.9062,0,3
21,0.04855878,0.98424069,0.29717918,0.92821159,0.0010000000,55.7779,0,4
22,0.04751918,0.98551417,0.42003667,0.90869018,0.0010000000,55.7357,0,5
23,0.06461063,0.98105699,0.50933908,0.90680101,0.0001000000,55.8730,0,6
24,0.01681064,0.99522445,0.14234910,0.96284635,0.0001000000,56.0822,0,7
25,0.00670922,0.99824897,0.11340719,0.97229219,0.0001000000,55.7214,0,8
26,0.00568642,0.99808978,0.12058139,0.97355164,0.0001000000,55.9150,0,9
27,0.00409096,0.99840815,0.10577592,0.97921914,0.0001000000,56.1639,1,0
28,0.00403188,0.99920408,0.09935204,0.98236776,0.0001000000,56.0318,1,0
29,0.00285739,0.99936326,0.09796032,0.98236776,0.0001000000,55.9665,1,0
30,0.00342511,0.99904489,0.09999620,0.98299748,0.0001000000,55.8697,0,1
31,0.00195134,0.99936326,0.09814952,0.98362720,0.0001000000,55.9467,0,2
32,0.00220359,0.99920408,0.09792854,0.98299748,0.0001000000,56.1606,1,0
33,0.00196794,0.99968163,0.10103188,0.98362720,0.0001000000,55.9621,0,1
34,0.00172128,0.99984082,0.10254836,0.98110831,0.0001000000,55.9296,0,2
35,0.00174449,0.99936326,0.10437271,0.98173804,0.0001000000,55.9998,0,3
36,0.00231251,0.99904489,0.10468603,0.98236776,0.0001000000,55.7945,0,4
37,0.00152543,0.99936326,0.10417447,0.98236776,0.0001000000,55.8952,0,5
38,0.00248719,0.99904489,0.10328806,0.98110831,0.0000100000,56.0723,0,6
39,0.00129665,0.99984082,0.10373392,0.98173804,0.0000100000,55.8622,0,7
40,0.00160435,0.99936326,0.10257271,0.98173804,0.0000100000,55.8898,0,8
41,0.00166831,0.99952245,0.10131552,0.98236776,0.0000100000,55.9328,0,9
42,0.00210780,0.99904489,0.10133749,0.98236776,0.0000100000,55.8061,0,10
