epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.97952643,0.68799745,1.01711436,0.65743073,0.0010000000,105.8332,1,0
2,0.42403452,0.86612544,0.66357337,0.78337531,0.0010000000,105.3664,1,0
3,0.31240996,0.90385228,0.34885518,0.88287154,0.0010000000,105.7480,1,0
4,0.17553252,0.94571792,0.34642116,0.89609572,0.0010000000,105.8258,1,0
5,0.14910741,0.95447310,0.55608212,0.84256927,0.0010000000,105.3000,0,1
6,0.11007250,0.96402420,0.53549846,0.85138539,0.0010000000,105.5521,0,2
7,0.08522437,0.97214263,0.34312123,0.90239295,0.0010000000,105.4422,1,0
8,0.09862303,0.96879975,0.41379023,0.86649874,0.0010000000,106.0422,0,1
9,0.07634653,0.97564470,0.62089695,0.83123426,0.0010000000,105.5818,0,2
10,0.12676086,0.95717924,0.35612079,0.87216625,0.0010000000,105.8450,0,3
11,0.10463643,0.96497931,0.16053331,0.95528967,0.0010000000,105.3687,1,0
12,0.07755721,0.97771410,0.13304505,0.95969773,0.0010000000,106.0450,1,0
13,0.07471074,0.97803247,0.25074013,0.93198992,0.0010000000,106.1630,0,1
14,0.04356567,0.98758357,0.12425546,0.96410579,0.0010000000,105.9740,1,0
15,0.03216041,0.99028972,0.14049405,0.95969773,0.0010000000,105.5669,0,1
16,0.04541472,0.98710602,0.12728674,0.96662469,0.0010000000,105.4449,0,2
17,0.04662507,0.98296721,0.16538710,0.94899244,0.0010000000,105.4846,0,3
18,0.06016659,0.98137536,0.13765116,0.95906801,0.0010000000,105.5067,0,4
19,0.09690642,0.96911812,0.18170707,0.95088161,0.0010000000,105.7123,0,5
20,0.05672231,0.98296721,0.27139292,0.91309824,0.0001000000,105.2816,0,6
21,0.02457957,0.99172238,0.06959544,0.98162720,0.0001000000,105.9067,1,0
22,0.01232494,0.99633875,0.06916300,0.98136776,0.0001000000,105.2920,1,0
23,0.01007769,0.99729386,0.06997013,0.98110831,0.0001000000,105.9445,0,1
24,0.00838838,0.99824897,0.07047187,0.98173804,0.0001000000,105.6173,0,2
25,0.00750446,0.99872652,0.06886014,0.98206776,0.0001000000,105.7113,1,0
26,0.00801036,0.99808978,0.07084188,0.98212720,0.0001000000,105.8248,0,1
27,0.00633496,0.99856734,0.07340015,0.98047859,0.0001000000,105.5985,0,2
28,0.00488810,0.99904489,0.07164600,0.98110831,0.0001000000,105.2360,0,3
29,0.00489637,0.99856734,0.08982797,0.97921914,0.0001000000,105.7807,0,4
30,0.00534046,0.99856734,0.07808123,0.98173804,0.0001000000,105.3069,0,5
31,0.00527364,0.99872652,0.07900434,0.98110831,0.0000100000,105.5235,0,6
32,0.00438714,0.99904489,0.08455769,0.97984887,0.0000100000,105.7442,0,7
33,0.00373132,0.99952245,0.07980654,0.97858942,0.0000100000,105.6711,0,8
34,0.00419816,0.99920408,0.08061650,0.98173804,0.0000100000,105.6911,0,9
35,0.00432480,0.99936326,0.08250971,0.98173804,0.0000100000,105.8193,0,10
