epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.00730314,0.68035657,0.93159150,0.67380353,0.0010000000,105.8906,1,0
2,0.43468473,0.85816619,0.81142866,0.74685139,0.0010000000,105.9412,1,0
3,0.27839965,0.90894620,0.50836674,0.83753149,0.0010000000,106.0566,1,0
4,0.21503457,0.93186883,0.30959331,0.89420655,0.0010000000,105.6606,1,0
5,0.16527305,0.94810570,0.33899842,0.89294710,0.0010000000,105.1472,0,1
6,0.14017483,0.95367717,0.61475305,0.81801008,0.0010000000,105.3477,0,2
7,0.14457976,0.95288125,0.37674661,0.88916877,0.0010000000,105.6486,0,3
8,0.10345794,0.96895893,0.34228192,0.90176322,0.0010000000,105.5127,0,4
9,0.08668626,0.97182426,0.34234137,0.90365239,0.0010000000,105.8537,0,5
10,0.08209705,0.97516714,0.14206377,0.95969773,0.0010000000,105.6222,1,0
11,0.05428714,0.98376313,0.14102339,0.96221662,0.0010000000,105.7822,1,0
12,0.04191491,0.98806113,0.16151994,0.95780856,0.0010000000,105.1624,0,1
13,0.04501792,0.98710602,0.13453077,0.95465995,0.0010000000,105.7075,1,0
14,0.04762321,0.98392232,0.20686031,0.93828715,0.0010000000,104.8236,0,1
15,0.05473401,0.98487743,0.15204220,0.95528967,0.0010000000,105.9649,0,2
16,0.05463366,0.98408150,0.15813801,0.95969773,0.0010000000,105.3272,0,3
17,0.05647248,0.98073862,0.28764146,0.91750630,0.0010000000,105.9577,0,4
18,0.06375016,0.97962432,0.15527943,0.95780856,0.0010000000,104.9807,0,5
19,0.07216509,0.97675899,0.12674259,0.95906801,0.0010000000,105.1644,1,0
20,0.08371344,0.97405285,0.15441261,0.95528967,0.0010000000,105.2047,0,1
21,0.04011110,0.98806113,0.13170275,0.96788413,0.0010000000,105.7671,0,2
22,0.05142475,0.98312639,0.17962853,0.95465995,0.0010000000,105.4613,0,3
23,0.03466352,0.98806113,0.08348107,0.98262720,0.0010000000,105.6330,1,0
24,0.02314362,0.99235912,0.09575905,0.97732997,0.0010000000,105.1249,0,1
25,0.01710959,0.99490608,0.13135919,0.96158690,0.0010000000,105.8176,0,2
26,0.05408897,0.98344476,0.13026634,0.96158690,0.0010000000,105.2705,0,3
27,0.03726865,0.98710602,0.15635933,0.96158690,0.0010000000,105.9510,0,4
28,0.04943697,0.98328558,0.12740164,0.97166247,0.0010000000,105.4259,0,5
29,0.04553288,0.98471824,0.14723412,0.96032746,0.0001000000,105.8400,0,6
30,0.01166759,0.99729386,0.08352255,0.98225693,0.0001000000,105.8804,0,7
31,0.00779547,0.99808978,0.08320678,0.98225693,0.0001000000,105.9330,1,0
32,0.00673637,0.99856734,0.08071372,0.98262720,0.0001000000,105.5036,1,0
33,0.00593460,0.99856734,0.08054964,0.9830610,0.0001000000,105.6193,1,0
34,0.00419584,0.99920408,0.08350605,0.98225693,0.0001000000,105.1477,0,1
35,0.00588010,0.99888571,0.08504148,0.98288665,0.0001000000,105.7613,0,2
36,0.00893904,0.99808978,0.09781817,0.98110831,0.0001000000,105.9006,0,3
37,0.00497429,0.99888571,0.09635298,0.98236776,0.0001000000,105.2466,0,4
38,0.00366612,0.99904489,0.09319394,0.98225693,0.0001000000,105.6098,0,5
39,0.00378382,0.99872652,0.09479188,0.98299748,0.0000100000,104.7277,0,6
40,0.00313478,0.99952245,0.09151113,0.98262720,0.0000100000,105.2528,0,7
41,0.00315760,0.99920408,0.09247946,0.98236776,0.0000100000,105.8101,0,8
42,0.00351108,0.99920408,0.09024176,0.98299748,0.0000100000,105.7248,0,9
43,0.00331283,0.99888571,0.09371408,0.98262720,0.0000100000,105.5016,0,10
