epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.98599001,0.68672397,0.77134005,0.72858942,0.0010000000,77.5892,1,0
2,0.32615678,0.89493792,0.71420813,0.78085642,0.0010000000,63.1553,1,0
3,0.21765037,0.92995861,0.27029609,0.90931990,0.0010000000,63.2655,1,0
4,0.13329682,0.95638332,0.47846307,0.87468514,0.0010000000,63.2868,0,1
5,0.18024778,0.94110156,0.22781515,0.92947103,0.0010000000,63.1180,1,0
6,0.08277133,0.97437122,0.18406804,0.94962217,0.0010000000,63.2776,1,0
7,0.08022382,0.97453040,0.32426566,0.90302267,0.0010000000,63.4352,0,1
8,0.09941356,0.96752627,0.27293566,0.91183879,0.0010000000,63.2107,0,2
9,0.06634778,0.97962432,0.24721364,0.92569270,0.0010000000,63.2889,0,3
10,0.11183141,0.96386501,0.25832211,0.92191436,0.0010000000,63.5269,0,4
11,0.06029591,0.97994269,0.14922505,0.95843829,0.0010000000,63.4196,1,0
12,0.06471060,0.97787329,0.34690857,0.91309824,0.0010000000,63.3900,0,1
13,0.05483631,0.98567335,0.10931194,0.96977330,0.0010000000,63.4438,1,0
14,0.04710382,0.98455906,0.16032118,0.95591940,0.0010000000,63.2805,0,1
15,0.07053347,0.97612225,0.17791128,0.95214106,0.0010000000,63.2607,0,2
16,0.05627238,0.98153454,0.14530510,0.95969773,0.0010000000,63.5228,0,3
17,0.07971407,0.97309774,0.15213519,0.95465995,0.0010000000,63.2673,0,4
18,0.04898707,0.98424069,0.21338630,0.93576826,0.0010000000,63.3165,0,5
19,0.05213724,0.98233047,0.16012008,0.95277078,0.0001000000,63.0375,0,6
20,0.02745473,0.99060809,0.08858506,0.97607053,0.0001000000,63.2860,1,0
21,0.01118127,0.99697549,0.08616493,0.97732997,0.0001000000,63.5249,1,0
22,0.00992238,0.99697549,0.07655976,0.98236776,0.0001000000,63.0736,1,0
23,0.00741790,0.99840815,0.07650373,0.98173804,0.0001000000,63.2083,1,0
24,0.00657488,0.99840815,0.07313816,0.98173804,0.0001000000,63.5257,1,0
25,0.00501575,0.99888571,0.08046280,0.97858942,0.0001000000,63.2854,0,1
26,0.00650345,0.99840815,0.08272870,0.97732997,0.0001000000,63.1666,0,2
27,0.00393927,0.99904489,0.07978904,0.98047859,0.0001000000,63.4607,0,3
28,0.00422458,0.99904489,0.08027919,0.97921914,0.0001000000,63.3170,0,4
29,0.00414603,0.99904489,0.07897402,0.98173804,0.0001000000,63.3975,0,5
30,0.00480783,0.99888571,0.08853174,0.97607053,0.0000100000,63.0889,0,6
31,0.00315603,0.99920408,0.08995290,0.97607053,0.0000100000,63.2675,0,7
32,0.00389630,0.99888571,0.09372817,0.97544081,0.0000100000,63.8887,0,8
33,0.00308191,0.99952245,0.08908890,0.97544081,0.0000100000,63.1367,0,9
34,0.00322289,0.99936326,0.09231730,0.97607053,0.0000100000,63.2309,0,10
