epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.10263125,0.65249920,1.48396740,0.56171285,0.0010000000,86.2580,1,0
2,0.53028571,0.83190067,0.64203398,0.79030227,0.0010000000,86.1075,1,0
3,0.39252770,0.87121936,0.55248311,0.83312343,0.0010000000,86.1066,1,0
4,0.25568859,0.91626870,0.66740977,0.79408060,0.0010000000,85.9153,0,1
5,0.28673125,0.90417065,0.55527322,0.83249370,0.0010000000,86.1530,0,2
6,0.21491633,0.92804839,0.60231004,0.81801008,0.0010000000,86.2419,0,3
7,0.16429293,0.94651385,0.27507293,0.90743073,0.0010000000,86.0840,1,0
8,0.11348623,0.96322827,0.26155003,0.91813602,0.0010000000,86.1745,1,0
9,0.12601528,0.96259153,0.53499753,0.85075567,0.0010000000,85.9683,0,1
10,0.10922277,0.96577523,0.25804891,0.92065491,0.0010000000,86.1065,1,0
11,0.11163829,0.96434257,0.20197235,0.94017632,0.0010000000,86.3083,1,0
12,0.08970473,0.97134670,0.26624220,0.92758186,0.0010000000,86.2523,0,1
13,0.10261244,0.96800382,0.29821178,0.90176322,0.0010000000,86.2718,0,2
14,0.07325923,0.97405285,0.19435483,0.94017632,0.0010000000,86.2668,1,0
15,0.05736098,0.98217128,0.39600638,0.88602015,0.0010000000,85.9607,0,1
16,0.07288986,0.97484877,0.34615691,0.90680101,0.0010000000,86.1851,0,2
17,0.10517514,0.96720790,0.13936036,0.95780856,0.0010000000,86.3233,1,0
18,0.03031535,0.99188157,0.08816108,0.97858942,0.0010000000,86.2630,1,0
19,0.02560090,0.99251831,0.12412625,0.96914358,0.0010000000,86.1659,0,1
20,0.08858139,0.96975486,0.28144668,0.92002519,0.0010000000,86.0418,0,2
21,0.07228502,0.97596307,0.20108530,0.94269521,0.0010000000,86.1320,0,3
22,0.14510521,0.95781598,0.22554970,0.92380353,0.0010000000,85.8843,0,4
23,0.06206683,0.97962432,0.13471493,0.95843829,0.0010000000,86.0056,0,5
24,0.02722731,0.99188157,0.16963987,0.94962217,0.0001000000,86.1609,0,6
25,0.01917891,0.99426934,0.08754629,0.97607053,0.0001000000,86.2480,1,0
26,0.01258666,0.99649793,0.08475643,0.97858942,0.0001000000,86.2384,1,0
27,0.00869944,0.99793060,0.08905470,0.98110831,0.0001000000,86.3024,0,1
28,0.00850661,0.99872652,0.08661747,0.97984887,0.0001000000,86.1916,0,2
29,0.00707627,0.99888571,0.08232268,0.98173804,0.0001000000,86.4416,1,0
30,0.00461769,0.99936326,0.08046043,0.98110831,0.0001000000,86.1140,1,0
31,0.00820630,0.99824897,0.07973263,0.98110831,0.0001000000,86.3306,1,0
32,0.00429446,0.99920408,0.07578865,0.98362720,0.0001000000,86.0965,1,0
33,0.00555063,0.99824897,0.07497122,0.98362720,0.0001000000,86.1470,1,0
34,0.00499744,0.99824897,0.07743194,0.98299748,0.0001000000,86.1258,0,1
35,0.00530480,0.99824897,0.07943150,0.98362720,0.0001000000,86.1670,0,2
36,0.00489629,0.99872652,0.08670080,0.98173804,0.0001000000,86.0325,0,3
37,0.00551012,0.99888571,0.08132265,0.98425693,0.0001000000,85.9306,0,4
38,0.00477811,0.99872652,0.07951794,0.98362720,0.0001000000,86.0667,0,5
39,0.00379991,0.99904489,0.08467836,0.98236776,0.0000100000,86.1653,0,6
40,0.00364965,0.99872652,0.08305100,0.98236776,0.0000100000,86.0405,0,7
41,0.00304422,0.99952245,0.08456977,0.98299748,0.0000100000,86.1650,0,8
42,0.00354848,0.99904489,0.07992956,0.98362720,0.0000100000,86.0671,0,9
43,0.00326346,0.99904489,0.08414264,0.98236776,0.0000100000,86.1214,0,10
