epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.05545188,0.67478510,1.48783970,0.56108312,0.0010000000,99.0631,1,0
2,0.45838012,0.84877428,0.57624248,0.80667506,0.0010000000,99.4348,1,0
3,0.22767100,0.92629736,0.61097869,0.84823678,0.0010000000,99.2599,0,1
4,0.20213603,0.93664438,0.37678747,0.88916877,0.0010000000,99.1366,1,0
5,0.15020762,0.95288125,0.37299313,0.88727960,0.0010000000,99.3233,1,0
6,0.09092264,0.97134670,0.46979529,0.88161209,0.0010000000,99.0244,0,1
7,0.09738120,0.96704871,0.45468452,0.86649874,0.0010000000,99.2864,0,2
8,0.07924051,0.97421203,0.23671994,0.93387909,0.0010000000,99.1591,1,0
9,0.05777009,0.98169373,0.24075234,0.93010076,0.0010000000,99.0912,0,1
10,0.06633081,0.97898758,0.70505493,0.84005038,0.0010000000,98.8977,0,2
11,0.09130324,0.96911812,0.36671544,0.89798489,0.0010000000,98.9317,0,3
12,0.06108724,0.98073862,0.34215960,0.91813602,0.0010000000,99.1254,0,4
13,0.04627867,0.98551417,0.20771957,0.94143577,0.0010000000,99.2849,1,0
14,0.04975878,0.98583254,0.23364291,0.95780856,0.0010000000,99.0066,0,1
15,0.04741453,0.98599172,0.29121302,0.93387909,0.0010000000,99.1679,0,2
16,0.08321264,0.97500796,0.30440877,0.92002519,0.0010000000,99.2302,0,3
17,0.05974248,0.98057943,0.29443105,0.93639798,0.0010000000,98.9930,0,4
18,0.02149660,0.99395097,0.20127227,0.95214106,0.0010000000,99.0520,1,0
19,0.02940242,0.99251831,0.40855391,0.92821159,0.0010000000,99.0818,0,1
20,0.09373939,0.97357529,0.26148086,0.93828715,0.0010000000,98.9888,0,2
21,0.06035519,0.97962432,0.22960117,0.93639798,0.0010000000,99.5996,0,3
22,0.04678222,0.98599172,0.38267361,0.90869018,0.0010000000,99.2275,0,4
23,0.02557154,0.99204075,0.21113678,0.95403023,0.0010000000,99.2706,0,5
24,0.02432565,0.99219994,0.31339315,0.93387909,0.0001000000,99.1513,0,6
25,0.01437703,0.99554282,0.27609609,0.95654912,0.0001000000,99.1218,0,7
26,0.00541261,0.99904489,0.25585234,0.96032746,0.0001000000,98.7885,0,8
27,0.00645969,0.99872652,0.25303914,0.96032746,0.0001000000,99.2459,0,9
28,0.00316051,0.99968163,0.24424517,0.96095718,0.0001000000,98.7564,0,10
