epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.15364068,0.63626234,1.17250704,0.64105793,0.0010000000,88.1827,1,0
2,0.55931385,0.81232092,1.05636752,0.66561713,0.0010000000,91.4369,1,0
3,0.40423264,0.86485196,0.65025296,0.77518892,0.0010000000,93.9539,1,0
4,0.27262013,0.90974212,0.79121562,0.73740554,0.0010000000,86.7667,0,1
5,0.23191149,0.92597899,0.35397657,0.88916877,0.0010000000,86.7429,1,0
6,0.18121133,0.93998727,0.37420750,0.88161209,0.0010000000,87.9677,0,1
7,0.15783072,0.94890162,0.27388554,0.91372796,0.0010000000,86.2802,1,0
8,0.11713107,0.96084050,0.26790679,0.90239295,0.0010000000,86.1490,1,0
9,0.12389956,0.96147724,0.37498290,0.87405542,0.0010000000,85.9898,0,1
10,0.15409678,0.94906081,0.22017297,0.93010076,0.0010000000,86.1524,1,0
11,0.08720979,0.97118752,0.24031819,0.92191436,0.0010000000,86.0783,0,1
12,0.05766364,0.98233047,0.23199701,0.93387909,0.0010000000,85.8721,0,2
13,0.06283323,0.98137536,0.25787490,0.92506297,0.0010000000,91.9542,0,3
14,0.08143193,0.97405285,0.27582089,0.92632242,0.0010000000,88.8748,0,4
15,0.06972949,0.97787329,0.28976108,0.93387909,0.0010000000,88.9617,0,5
16,0.06092462,0.98073862,0.34511999,0.91309824,0.0001000000,86.5334,0,6
17,0.03135541,0.99013053,0.08641535,0.97921914,0.0001000000,86.5146,1,0
18,0.01575974,0.99602038,0.07949923,0.98047859,0.0001000000,86.6266,1,0
19,0.01275474,0.99633875,0.08071533,0.98047859,0.0001000000,86.2535,0,1
20,0.01145376,0.99681630,0.08055109,0.98236776,0.0001000000,88.0694,0,2
21,0.00916570,0.99808978,0.08502910,0.97858942,0.0001000000,87.4244,0,3
22,0.00928614,0.99713467,0.07577924,0.98299748,0.0001000000,90.2068,1,0
23,0.00741382,0.99824897,0.08509405,0.97921914,0.0001000000,88.8444,0,1
24,0.00769947,0.99840815,0.08290075,0.97984887,0.0001000000,87.1487,0,2
25,0.00639201,0.99840815,0.08413125,0.98047859,0.0001000000,86.1787,0,3
26,0.00843234,0.99761223,0.08785614,0.97921914,0.0001000000,86.1636,0,4
27,0.00741650,0.99872652,0.08768675,0.97984887,0.0001000000,86.3918,0,5
28,0.00610420,0.99840815,0.09125206,0.97732997,0.0000100000,86.0626,0,6
29,0.00519623,0.99952245,0.09119923,0.97921914,0.0000100000,86.1822,0,7
30,0.00483005,0.99904489,0.08836518,0.98047859,0.0000100000,86.1849,0,8
31,0.00491458,0.99888571,0.09243549,0.97795970,0.0000100000,86.2614,0,9
32,0.00502315,0.99856734,0.09321703,0.97984887,0.0000100000,86.0505,0,10
