epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.68298387,0.77936963,3.21045962,0.43765743,0.0010000000,55.8191,1,0
2,0.18291586,0.93855460,1.42420642,0.68010076,0.0010000000,56.0655,1,0
3,0.13101618,0.95510984,1.00927827,0.78841310,0.0010000000,55.9193,1,0
4,0.06860485,0.97771410,0.46001871,0.90113350,0.0010000000,55.8401,1,0
5,0.07002186,0.97819166,0.55547492,0.87783375,0.0010000000,56.3951,0,1
6,0.05959321,0.98121617,0.41650617,0.90931990,0.0010000000,56.5091,1,0
7,0.08262507,0.97500796,0.41802970,0.88664987,0.0010000000,55.8793,0,1
8,0.10099600,0.97230181,0.92140475,0.84697733,0.0010000000,56.9592,0,2
9,0.04536370,0.98535498,0.26665683,0.93387909,0.0010000000,55.7429,1,0
10,0.03383602,0.98933461,0.26990139,0.93576826,0.0010000000,55.6208,0,1
11,0.06735798,0.98073862,0.72299261,0.88287154,0.0010000000,55.8209,0,2
12,0.07051357,0.98073862,0.25390396,0.93639798,0.0010000000,55.9177,1,0
13,0.03161429,0.99108564,0.12060676,0.96788413,0.0010000000,56.7115,1,0
14,0.04456754,0.98662846,0.16970675,0.96284635,0.0010000000,55.9511,0,1
15,0.03160393,0.98949379,0.34285338,0.93136020,0.0010000000,56.7684,0,2
16,0.02691034,0.99411016,0.40772597,0.92443325,0.0010000000,55.7577,0,3
17,0.04517251,0.98615091,0.30027759,0.93702771,0.0010000000,56.3864,0,4
18,0.02558137,0.99204075,0.28331512,0.94521411,0.0010000000,55.8982,0,5
19,0.02484442,0.99219994,0.35480067,0.93576826,0.0001000000,56.2584,0,6
20,0.00855078,0.99713467,0.18350154,0.96536524,0.0001000000,56.4137,0,7
21,0.00679448,0.99808978,0.17465150,0.96725441,0.0001000000,56.2243,0,8
22,0.00357612,0.99888571,0.17797928,0.96851385,0.0001000000,55.9374,0,9
23,0.00310683,0.99904489,0.18418317,0.96851385,0.0001000000,55.9121,0,10
