epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.78232469,0.76042662,0.57483024,0.82304786,0.0010000000,78.7175,1,0
2,0.19074015,0.93744031,0.21375501,0.92947103,0.0010000000,79.0100,1,0
3,0.10983849,0.96561605,0.18265795,0.93954660,0.0010000000,78.4705,1,0
4,0.10908904,0.96720790,0.13759826,0.96221662,0.0010000000,78.5375,1,0
5,0.08458997,0.97437122,0.15698347,0.95277078,0.0010000000,77.8565,0,1
6,0.06757106,0.98057943,0.21179108,0.94332494,0.0010000000,76.9845,0,2
7,0.08378849,0.97500796,0.11121400,0.96977330,0.0010000000,75.6270,1,0
8,0.03987643,0.98710602,0.12666841,0.96032746,0.0010000000,71.0371,0,1
9,0.07159068,0.97882840,0.12899602,0.96158690,0.0010000000,69.7785,0,2
10,0.03807041,0.98790194,0.11212512,0.97292191,0.0010000000,69.7784,0,3
11,0.02887047,0.99108564,0.13143895,0.96788413,0.0010000000,66.6429,0,4
12,0.02843957,0.99156320,0.10208395,0.97292191,0.0010000000,65.2056,1,0
13,0.01700109,0.99522445,0.13183851,0.96977330,0.0010000000,69.9082,0,1
14,0.02159091,0.99363260,0.18398240,0.95088161,0.0010000000,80.5439,0,2
15,0.02631443,0.99251831,0.09131993,0.97418136,0.0010000000,80.3855,1,0
16,0.04815438,0.98583254,0.28177471,0.93387909,0.0010000000,80.9450,0,1
17,0.05144252,0.98312639,0.13551240,0.96221662,0.0010000000,79.9730,0,2
18,0.04583840,0.98503661,0.11250193,0.96977330,0.0010000000,81.5695,0,3
19,0.02161468,0.99442853,0.12564450,0.96788413,0.0010000000,81.4725,0,4
20,0.02114519,0.99395097,0.11315409,0.97103275,0.0010000000,81.3995,0,5
21,0.01627702,0.99442853,0.12858088,0.96599496,0.0001000000,82.7495,0,6
22,0.00784874,0.99777141,0.09159453,0.97921914,0.0001000000,82.3080,0,7
23,0.00660543,0.99808978,0.09501550,0.97921914,0.0001000000,81.3550,0,8
24,0.00501268,0.99872652,0.09316000,0.97984887,0.0001000000,80.7245,0,9
25,0.00371748,0.99904489,0.08482548,0.98047859,0.0001000000,66.5669,1,0
26,0.00379529,0.99872652,0.07672898,0.98551637,0.0001000000,63.8950,1,0
27,0.00296376,0.99904489,0.07369312,0.98551637,0.0001000000,62.7145,1,0
28,0.00292339,0.99920408,0.08429142,0.98299748,0.0001000000,62.5851,0,1
29,0.00352937,0.99888571,0.07751121,0.98551637,0.0001000000,62.5564,0,2
30,0.00150735,0.99968163,0.08331998,0.98551637,0.0001000000,62.7673,0,3
31,0.00225323,0.99920408,0.08539478,0.98299748,0.0001000000,63.4192,0,4
32,0.00231849,0.99968163,0.08681688,0.98488665,0.0001000000,62.6069,0,5
33,0.00163107,0.99952245,0.08312567,0.98551637,0.0000100000,62.5580,0,6
34,0.00123143,0.99984082,0.08375196,0.98488665,0.0000100000,62.9431,0,7
35,0.00176321,0.99968163,0.07752738,0.98677582,0.0000100000,62.6118,0,8
36,0.00215010,0.99920408,0.08565482,0.98425693,0.0000100000,62.7169,0,9
37,0.00206239,0.99920408,0.08094816,0.98488665,0.0000100000,63.3018,0,10
