epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,0.79053677,0.75963069,0.85473980,0.74307305,0.0010000000,62.7769,1,0
2,0.22643712,0.92900350,0.30657952,0.89294710,0.0010000000,62.7824,1,0
3,0.12026537,0.96259153,0.17373725,0.94773300,0.0010000000,63.5552,1,0
4,0.10463813,0.96577523,0.19247875,0.93639798,0.0010000000,62.9640,0,1
5,0.06194560,0.97946514,0.15792410,0.96032746,0.0010000000,62.6947,1,0
6,0.06184486,0.98185291,0.17895948,0.93954660,0.0010000000,62.7191,0,1
7,0.04606391,0.98439987,0.16738594,0.95403023,0.0010000000,62.5043,0,2
8,0.06093712,0.97946514,0.13715300,0.96095718,0.0010000000,62.7058,1,0
9,0.04009213,0.98822031,0.16090185,0.95591940,0.0010000000,63.2453,0,1
10,0.02553533,0.99156320,0.14958719,0.96473552,0.0010000000,62.5105,0,2
11,0.03464433,0.98949379,0.10952593,0.96977330,0.0010000000,62.7740,1,0
12,0.03382274,0.98933461,0.13487619,0.96788413,0.0010000000,62.5147,0,1
13,0.05265560,0.98551417,0.14031885,0.96725441,0.0010000000,62.4657,0,2
14,0.04572809,0.98631009,0.07543017,0.98047859,0.0010000000,62.6112,1,0
15,0.03048884,0.99028972,0.16202223,0.96095718,0.0010000000,62.5627,0,1
16,0.02177963,0.99379179,0.10514232,0.97418136,0.0010000000,62.7625,0,2
17,0.02920582,0.99124483,0.15015777,0.96473552,0.0010000000,62.6682,0,3
18,0.02658514,0.99267749,0.12619149,0.97103275,0.0010000000,62.6609,0,4
19,0.01427347,0.99570201,0.16914644,0.96788413,0.0010000000,62.6879,0,5
20,0.03602091,0.98869787,0.13774020,0.96725441,0.0001000000,62.4939,0,6
21,0.01431518,0.99458771,0.09390243,0.98047859,0.0001000000,62.8499,0,7
22,0.00543747,0.99856734,0.08891355,0.98425693,0.0001000000,63.1639,0,8
23,0.00479656,0.99856734,0.08351500,0.98551637,0.0001000000,63.6628,0,9
24,0.00402500,0.99936326,0.08794538,0.98425693,0.0001000000,63.7090,0,10
