epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.06508274,0.67319325,1.08018794,0.67191436,0.0010000000,99.4389,1,0
2,0.41355580,0.86771729,0.67773555,0.80352645,0.0010000000,99.3919,1,0
3,0.24059842,0.91961159,0.49089392,0.86901763,0.0010000000,98.9320,1,0
4,0.14625873,0.95192614,0.64246154,0.83312343,0.0010000000,99.1369,0,1
5,0.19868214,0.93521172,0.55849640,0.83312343,0.0010000000,99.2169,0,2
6,0.13217033,0.95415473,0.47615960,0.89798489,0.0010000000,99.1827,1,0
7,0.14052699,0.95399554,0.40139395,0.90239295,0.0010000000,99.2319,1,0
8,0.07945227,0.97373448,0.45904739,0.88602015,0.0010000000,99.3565,0,1
9,0.10963402,0.96259153,0.25634129,0.93261965,0.0010000000,99.2919,1,0
10,0.03517706,0.98965298,0.35542425,0.90806045,0.0010000000,99.3123,0,1
11,0.04397269,0.98710602,0.20135148,0.94899244,0.0010000000,99.4161,1,0
12,0.07425741,0.97739573,0.45697137,0.91309824,0.0010000000,99.3090,0,1
13,0.03743016,0.98774276,0.46850275,0.87342569,0.0010000000,99.1187,0,2
14,0.08005569,0.97134670,0.22667192,0.94080605,0.0010000000,99.0829,0,3
15,0.03678967,0.98710602,0.27694059,0.94269521,0.0010000000,99.0918,0,4
16,0.04057470,0.98806113,0.21885231,0.94647355,0.0010000000,98.9421,0,5
17,0.10348400,0.96800382,0.28617973,0.93828715,0.0001000000,98.8562,0,6
18,0.02569563,0.99188157,0.19552526,0.95591940,0.0001000000,99.3119,1,0
19,0.01093916,0.99761223,0.19429625,0.95843829,0.0001000000,98.9932,1,0
20,0.00801369,0.99824897,0.20887703,0.95906801,0.0001000000,99.0934,0,1
21,0.00928438,0.99824897,0.20213476,0.95591940,0.0001000000,98.8389,0,2
22,0.00806094,0.99793060,0.21793956,0.95717884,0.0001000000,99.1657,0,3
23,0.00649364,0.99872652,0.18675093,0.96032746,0.0001000000,100.3794,1,0
24,0.00589138,0.99808978,0.23906882,0.95654912,0.0001000000,99.1406,0,1
25,0.00546484,0.99904489,0.21212592,0.95906801,0.0001000000,98.9524,0,2
26,0.00516952,0.99904489,0.20220856,0.95969773,0.0001000000,98.8914,0,3
27,0.00530152,0.99872652,0.20843070,0.96221662,0.0001000000,98.9559,0,4
28,0.00432895,0.99904489,0.20193670,0.96158690,0.0001000000,102.1087,0,5
29,0.00524944,0.99872652,0.21688168,0.95843829,0.0000100000,99.1867,0,6
30,0.00369729,0.99920408,0.21558303,0.95906801,0.0000100000,98.8416,0,7
31,0.00364246,0.99936326,0.21338524,0.96158690,0.0000100000,99.3238,0,8
32,0.00340813,0.99936326,0.21689638,0.95654912,0.0000100000,98.8394,0,9
33,0.00320860,0.99936326,0.21184341,0.96032746,0.0000100000,99.1077,0,10
