epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.01196319,0.68481375,0.79794570,0.73740554,0.0010000000,99.3405,1,0
2,0.39186615,0.86580707,0.59773575,0.80226700,0.0010000000,99.1471,1,0
3,0.22118815,0.92422795,0.27070462,0.92254408,0.0010000000,99.4050,1,0
4,0.16651997,0.94571792,0.26797427,0.91120907,0.0010000000,99.4223,1,0
5,0.13192042,0.95781598,3.88582601,0.59130982,0.0010000000,99.3144,0,1
6,0.12804232,0.95447310,0.30403814,0.91057935,0.0010000000,98.8667,0,2
7,0.08187193,0.97357529,0.31996952,0.90869018,0.0010000000,99.0491,0,3
8,0.06728513,0.97835084,0.21339916,0.94773300,0.0010000000,99.5350,1,0
9,0.06920171,0.97755492,0.46095777,0.89231738,0.0010000000,99.4067,0,1
10,0.06235079,0.98233047,0.25420333,0.94143577,0.0010000000,98.9358,0,2
11,0.07636893,0.97437122,0.45836012,0.89357683,0.0010000000,99.2067,0,3
12,0.05223253,0.98185291,0.29450820,0.92821159,0.0010000000,99.2410,0,4
13,0.04457914,0.98742439,0.62433252,0.84760705,0.0010000000,98.9370,0,5
14,0.08239183,0.97134670,0.42093081,0.90617128,0.0001000000,99.4449,0,6
15,0.02534194,0.99363260,0.13527926,0.96914358,0.0001000000,99.0851,1,0
16,0.01247528,0.99713467,0.13321711,0.97229219,0.0001000000,99.0095,1,0
17,0.00879388,0.99793060,0.12883294,0.97481108,0.0001000000,99.0732,1,0
18,0.00818004,0.99793060,0.13098224,0.97544081,0.0001000000,99.4243,0,1
19,0.00541134,0.99936326,0.12439616,0.97544081,0.0001000000,98.9476,1,0
20,0.00576403,0.99856734,0.13727507,0.97481108,0.0001000000,99.2144,0,1
21,0.00457445,0.99872652,0.13165059,0.97544081,0.0001000000,99.0707,0,2
22,0.00449699,0.99872652,0.12196723,0.97670025,0.0001000000,99.1158,1,0
23,0.00439662,0.99856734,0.13376534,0.97732997,0.0001000000,99.4735,0,1
24,0.00380530,0.99920408,0.13793905,0.97670025,0.0001000000,99.1835,0,2
25,0.00494599,0.99888571,0.15083743,0.97481108,0.0001000000,99.4086,0,3
26,0.00298295,0.99920408,0.13339404,0.97732997,0.0001000000,98.8999,0,4
27,0.00412870,0.99872652,0.14996053,0.97418136,0.0001000000,98.9500,0,5
28,0.00245613,0.99968163,0.15894018,0.97292191,0.0000100000,98.9386,0,6
29,0.00244522,0.99952245,0.15912021,0.97166247,0.0000100000,99.1911,0,7
30,0.00257374,0.99936326,0.15432178,0.97292191,0.0000100000,99.0322,0,8
31,0.00202254,0.99952245,0.16682600,0.97166247,0.0000100000,99.0855,0,9
32,0.00223523,0.99936326,0.16172599,0.97292191,0.0000100000,99.0865,0,10
