method,epsilon_px,n_test,clean_accuracy,adv_accuracy,accuracy_drop,attack_success_rate_clean_correct,changed_prediction_rate,adv_precision_macro,adv_recall_macro,adv_f1_macro,mean_clean_conf,mean_adv_conf,mean_linf_px,mean_l2,mean_l0_area,mean_layercam_mask_area,mean_mae,mean_mse,mean_psnr,mean_ssim,pgd_steps,alpha_px,random_start,layercam_threshold
standard_pgd,1,14471,0.874093,0.000000,0.874093,1.000000,0.884804,0.000000,0.000000,0.000000,0.945803,0.999529,1.000007,2.344206,0.983288,1.000000,0.00270217,0.00000915,50.406845,0.999893,10,0.25,1,
