method,epsilon_px,n_test,clean_accuracy,adv_accuracy,accuracy_drop,attack_success_rate_clean_correct,changed_prediction_rate,adv_precision_macro,adv_recall_macro,adv_f1_macro,mean_clean_conf,mean_adv_conf,mean_linf_px,mean_l2,mean_l0_area,mean_layercam_mask_area,mean_mae,mean_mse,mean_psnr,mean_ssim,pgd_steps,alpha_px,random_start,layercam_threshold
standard_pgd,0.125,14471,0.874093,0.494783,0.379310,0.433947,0.387188,0.540435,0.539978,0.513216,0.945803,0.915576,0.125002,0.353001,0.954767,1.000000,0.00043068,0.00000021,66.845802,0.999998,10,0.03125,1,
layercam_masked_pgd,0.125,14471,0.874093,0.801119,0.072974,0.083485,0.077051,0.807375,0.830402,0.808899,0.945803,0.929557,0.125001,0.098554,0.071668,0.071688,0.00003401,0.00000002,78.022850,1.000000,10,0.03125,1,0.500
standard_pgd,0.25,14471,0.874093,0.123972,0.750121,0.858171,0.758344,0.147101,0.144058,0.133226,0.945803,0.954594,0.250004,0.685446,0.959780,1.000000,0.00082608,0.00000078,61.081814,0.999991,10,0.0625,1,
layercam_masked_pgd,0.25,14471,0.874093,0.691452,0.182641,0.208949,0.188999,0.714077,0.735307,0.707676,0.945803,0.916454,0.250004,0.193807,0.071670,0.071688,0.00006633,0.00000006,72.148315,0.999999,10,0.0625,1,0.500
standard_pgd,0.5,14471,0.874093,0.001520,0.872573,0.998261,0.881211,0.001952,0.002160,0.002040,0.945803,0.996481,0.500008,1.301999,0.974685,1.000000,0.00154293,0.00000282,55.510418,0.999966,10,0.125,1,
layercam_masked_pgd,0.5,14471,0.874093,0.446203,0.427890,0.489525,0.435975,0.488214,0.498323,0.467874,0.945803,0.913037,0.500007,0.375249,0.071671,0.071688,0.00012659,0.00000024,66.409081,0.999997,10,0.125,1,0.500
standard_pgd,1,14471,0.874093,0.000000,0.874093,1.000000,0.884804,0.000000,0.000000,0.000000,0.945803,0.999529,1.000007,2.344206,0.983288,1.000000,0.00270217,0.00000915,50.406845,0.999893,10,0.25,1,
layercam_masked_pgd,1,14471,0.874093,0.140073,0.734020,0.839750,0.743003,0.158062,0.167347,0.149830,0.945803,0.946468,1.000007,0.706000,0.071672,0.071688,0.00023251,0.00000085,60.920177,0.999990,10,0.25,1,0.500
