stage,model_name,attention,head,activation,train_scope,seed,best_epoch,epochs_ran,best_train_acc,best_val_loss,best_val_acc,train_val_gap_at_best,trainable_params,batch_size,grad_accum_steps,effective_batch_size,checkpoint,log_file
stage1_attention,efficientnetb0_se_mlp512_full,se,mlp512,relu,full,1,14,24,0.98615091,0.08752808,0.97858942,0.00756149,4879840,64,1,64,best_efficientnetb0_se_mlp512_full_pretrained_seed1.pth,metrics_efficientnetb0_se_mlp512_full_pretrained_seed1.csv
stage1_attention,efficientnetb0_se_mlp512_full,se,mlp512,relu,full,2,23,33,0.99936326,0.06984305,0.98362720,0.01573606,4879840,64,1,64,best_efficientnetb0_se_mlp512_full_pretrained_seed2.pth,metrics_efficientnetb0_se_mlp512_full_pretrained_seed2.csv
stage1_attention,efficientnetb0_se_mlp512_full,se,mlp512,relu,full,3,9,19,0.98042025,0.08959089,0.97229219,0.00812806,4879840,64,1,64,best_efficientnetb0_se_mlp512_full_pretrained_seed3.pth,metrics_efficientnetb0_se_mlp512_full_pretrained_seed3.csv
stage1_attention,efficientnetb0_eca_mlp512_full,eca,mlp512,relu,full,1,20,30,0.99777141,0.08462804,0.97921914,0.01855227,4673683,64,1,64,best_efficientnetb0_eca_mlp512_full_pretrained_seed1.pth,metrics_efficientnetb0_eca_mlp512_full_pretrained_seed1.csv
stage1_attention,efficientnetb0_eca_mlp512_full,eca,mlp512,relu,full,2,20,30,0.99856734,0.06726761,0.98677582,0.01179152,4673683,64,1,64,best_efficientnetb0_eca_mlp512_full_pretrained_seed2.pth,metrics_efficientnetb0_eca_mlp512_full_pretrained_seed2.csv
stage1_attention,efficientnetb0_eca_mlp512_full,eca,mlp512,relu,full,3,41,51,0.99920408,0.08351855,0.98299748,0.01620659,4673683,64,1,64,best_efficientnetb0_eca_mlp512_full_pretrained_seed3.pth,metrics_efficientnetb0_eca_mlp512_full_pretrained_seed3.csv
