stage,model_name,attention,head,activation,train_scope,n_seeds,seeds,best_val_acc_mean,best_val_acc_std,best_val_loss_mean,best_val_loss_std,train_val_gap_mean,train_val_gap_std,best_epoch_mean,best_epoch_std,best_seed,best_seed_val_acc,best_seed_checkpoint,trainable_params
stage2_activation,efficientnetb0_eca_mlp512_relu_full,eca,mlp512,relu,full,3,1 2 3,0.98299748,0.00377834,0.07847140,0.00971861,0.01551679,0.00343275,27.0000,12.1244,2,0.98677582,best_efficientnetb0_eca_mlp512_relu_full_pretrained_seed2.pth,4673683
stage2_activation,efficientnetb0_eca_mlp512_silu_full,eca,mlp512,silu,full,3,1 2 3,0.98257767,0.00202428,0.07503821,0.00200134,0.01280597,0.00477255,18.3333,6.5064,2,0.98488665,best_efficientnetb0_eca_mlp512_silu_full_pretrained_seed2.pth,4673683
