stage,model_name,attention,head,activation,train_scope,seed,best_epoch,epochs_ran,best_train_acc,best_val_loss,best_val_acc,train_val_gap_at_best,trainable_params,batch_size,grad_accum_steps,effective_batch_size,checkpoint,log_file
stage2_activation,efficientnetb0_eca_mlp512_relu_full,eca,mlp512,relu,full,1,20,30,0.99777141,0.08462804,0.97921914,0.01855227,4673683,64,1,64,best_efficientnetb0_eca_mlp512_relu_full_pretrained_seed1.pth,metrics_efficientnetb0_eca_mlp512_relu_full_pretrained_seed1.csv
stage2_activation,efficientnetb0_eca_mlp512_relu_full,eca,mlp512,relu,full,2,20,30,0.99856734,0.06726761,0.98677582,0.01179152,4673683,64,1,64,best_efficientnetb0_eca_mlp512_relu_full_pretrained_seed2.pth,metrics_efficientnetb0_eca_mlp512_relu_full_pretrained_seed2.csv
stage2_activation,efficientnetb0_eca_mlp512_relu_full,eca,mlp512,relu,full,3,41,51,0.99920408,0.08351855,0.98299748,0.01620659,4673683,64,1,64,best_efficientnetb0_eca_mlp512_relu_full_pretrained_seed3.pth,metrics_efficientnetb0_eca_mlp512_relu_full_pretrained_seed3.csv
stage2_activation,efficientnetb0_eca_mlp512_silu_full,eca,mlp512,silu,full,1,18,28,0.99872652,0.07409471,0.98110831,0.01761821,4673683,64,1,64,best_efficientnetb0_eca_mlp512_silu_full_pretrained_seed1.pth,metrics_efficientnetb0_eca_mlp512_silu_full_pretrained_seed1.csv
stage2_activation,efficientnetb0_eca_mlp512_silu_full,eca,mlp512,silu,full,2,25,35,0.99761223,0.07368302,0.98488665,0.01272558,4673683,64,1,64,best_efficientnetb0_eca_mlp512_silu_full_pretrained_seed2.pth,metrics_efficientnetb0_eca_mlp512_silu_full_pretrained_seed2.csv
stage2_activation,efficientnetb0_eca_mlp512_silu_full,eca,mlp512,silu,full,3,12,22,0.98981216,0.07733691,0.98173804,0.00807413,4673683,64,1,64,best_efficientnetb0_eca_mlp512_silu_full_pretrained_seed3.pth,metrics_efficientnetb0_eca_mlp512_silu_full_pretrained_seed3.csv
